#N,type,distance,time
979,FLOAT,0.0,70
978,FLOAT,0.0,69
981,FLOAT,0.0,85
983,FLOAT,0.0,156
982,FLOAT,0.0,111
985,FLOAT,0.0,122
984,FLOAT,0.0,74
986,FLOAT,0.0,138
989,FLOAT,0.0,83
988,FLOAT,0.0,150
992,FLOAT,0.0,67
990,FLOAT,0.0,221
994,FLOAT,0.0,71
987,FLOAT,0.0,67
993,FLOAT,0.0,126
996,FLOAT,0.0,119
991,FLOAT,0.0,81
995,FLOAT,0.0,84
999,FLOAT,0.0,77
998,FLOAT,0.0,82
997,FLOAT,0.0,58
